greedy,0.1,3042,0.077,0.023
greedy,0.1,3042,0.086,0.014
greedy,0.1,3042,0.028,0.072
greedy,0.1,3042,0.087,0.013
greedy,0.1,3042,0.084,0.016
greedy,0.1,3042,0.071,0.029
greedy,0.1,3042,0.07,0.03
greedy,0.1,3042,0.068,0.032
greedy,0.1,3042,0.011,0.089
greedy,0.1,3042,0.061,0.039
greedy,0.1,3042,0.076,0.024
greedy,0.1,3042,0.061,0.039
greedy,0.1,3042,0.03,0.07
greedy,0.1,3042,0.057,0.043
greedy,0.1,3042,0.078,0.022
greedy,0.1,3042,0.093,0.007
greedy,0.1,3042,0.07,0.03
greedy,0.1,3042,0.064,0.036
greedy,0.1,3042,0.053,0.047
greedy,0.1,3042,0.018,0.082
greedy,0.1,3042,0.09,0.01
greedy,0.1,3042,0.012,0.088
greedy,0.1,3042,0.086,0.014
greedy,0.1,3042,0.091,0.009
greedy,0.1,3042,0.083,0.017
greedy,0.1,3042,0.059,0.041
greedy,0.1,3042,0.049,0.051
greedy,0.1,3042,0.09,0.01
greedy,0.1,3042,0.08,0.02
greedy,0.1,3042,0.028,0.072
greedy,0.1,3042,0.028,0.072
greedy,0.1,3042,0.046,0.054
greedy,0.1,3042,0.089,0.011
greedy,0.1,3042,0.019,0.081
greedy,0.1,3042,0.048,0.052
greedy,0.1,3042,0.022,0.078
greedy,0.1,3042,0.062,0.038
greedy,0.1,3042,0.055,0.045
greedy,0.1,3042,0.049,0.051
greedy,0.1,3042,0.048,0.052
greedy,0.1,3042,0.047,0.053
greedy,0.1,3042,0.098,0.002
greedy,0.1,3042,0.087,0.013
greedy,0.1,3042,0.093,0.007
greedy,0.1,3042,0.086,0.014
greedy,0.1,3042,0.083,0.017
greedy,0.1,3042,0.039,0.061
greedy,0.1,3042,0.085,0.015
greedy,0.1,3042,0.055,0.045
greedy,0.1,3042,0.037,0.063
greedy,0.1,3042,0.009,0.091
greedy,0.1,3042,0.046,0.054
greedy,0.1,3042,0.097,0.003
greedy,0.1,3042,0.09,0.01
greedy,0.1,3042,0.065,0.035
greedy,0.1,3042,0.091,0.009
greedy,0.1,3042,0.014,0.086
greedy,0.1,3042,0.041,0.059
greedy,0.1,3042,0.043,0.057
greedy,0.1,3042,0.032,0.068
greedy,0.1,3042,0.09,0.01
greedy,0.1,3042,0.062,0.038
greedy,0.1,3042,0.058,0.042
greedy,0.1,3042,0.063,0.037
greedy,0.1,3042,0.068,0.032
greedy,0.1,3042,0.084,0.016
greedy,0.1,3042,0.014,0.086
greedy,0.1,3042,0.084,0.016
greedy,0.1,3042,0.013,0.087
greedy,0.1,3042,0.039,0.061
greedy,0.1,3042,0.041,0.059
greedy,0.1,3042,0.078,0.022
greedy,0.1,3042,0.061,0.039
greedy,0.1,3042,0.094,0.006
greedy,0.1,3042,0.099,0.001
greedy,0.1,3042,0.062,0.038
greedy,0.1,3042,0.075,0.025
greedy,0.1,3042,0.031,0.069
greedy,0.1,3042,0.02,0.08
greedy,0.1,3042,0.016,0.084
greedy,0.1,3042,0.026,0.074
greedy,0.1,3042,0.06,0.04
greedy,0.1,3042,0.009,0.091
greedy,0.1,3042,0.026,0.074
greedy,0.1,3042,0.088,0.012
greedy,0.1,3042,0.054,0.046
greedy,0.1,3042,0.024,0.076
greedy,0.1,3042,0.036,0.064
greedy,0.1,3042,0.057,0.043
greedy,0.1,3042,0.07,0.03
greedy,0.1,3042,0.064,0.036
greedy,0.1,3042,0.095,0.005
greedy,0.1,3042,0.086,0.014
greedy,0.1,3042,0.056,0.044
greedy,0.1,3042,0.022,0.078
greedy,0.1,3042,0.055,0.045
greedy,0.1,3042,0.038,0.062
greedy,0.1,3042,0.053,0.047
greedy,0.1,3042,0.05,0.05
greedy,0.1,3042,0.073,0.027
greedy,0.1,3042,0.065,0.035
greedy,0.1,3042,0.013,0.087
greedy,0.1,3042,0.019,0.081
greedy,0.1,3042,0.1,0.0
greedy,0.1,3042,0.072,0.028
greedy,0.1,3042,0.034,0.066
greedy,0.1,3042,0.022,0.078
greedy,0.1,3042,0.039,0.061
greedy,0.1,3042,0.083,0.017
greedy,0.1,3042,0.013,0.087
greedy,0.1,3042,0.098,0.002
greedy,0.1,3042,0.084,0.016
greedy,0.1,3042,0.03,0.07
greedy,0.1,3042,0.067,0.033
greedy,0.1,3042,0.029,0.071
greedy,0.1,3042,0.022,0.078
greedy,0.1,3042,0.04,0.06
greedy,0.1,3042,0.041,0.059
greedy,0.1,3042,0.017,0.083
greedy,0.1,3042,0.085,0.015
greedy,0.1,3042,0.043,0.057
greedy,0.1,3042,0.069,0.031
greedy,0.1,3042,0.094,0.006
greedy,0.1,3042,0.02,0.08
greedy,0.1,3042,0.014,0.086
greedy,0.1,3042,0.026,0.074
greedy,0.1,3042,0.091,0.009
greedy,0.1,3042,0.066,0.034
greedy,0.1,3042,0.006,0.094
greedy,0.1,3042,0.095,0.005
greedy,0.1,3042,0.042,0.058
greedy,0.1,3042,0.042,0.058
greedy,0.1,3042,0.021,0.079
greedy,0.1,3042,0.076,0.024
greedy,0.1,3042,0.035,0.065
greedy,0.1,3042,0.08,0.02
greedy,0.1,3042,0.068,0.032
greedy,0.1,3042,0.038,0.062
greedy,0.1,3042,0.087,0.013
greedy,0.1,3042,0.016,0.084
greedy,0.1,3042,0.011,0.089
greedy,0.1,3042,0.067,0.033
greedy,0.1,3042,0.09,0.01
greedy,0.1,3042,0.028,0.072
greedy,0.1,3042,0.033,0.067
greedy,0.1,3042,0.036,0.064
greedy,0.1,3042,0.053,0.047
greedy,0.1,3042,0.08,0.02
greedy,0.1,3042,0.013,0.087
greedy,0.1,3042,0.064,0.036
greedy,0.1,3042,0.038,0.062
greedy,0.1,3042,0.031,0.069
greedy,0.1,3042,0.043,0.057
greedy,0.1,3042,0.033,0.067
greedy,0.1,3042,0.061,0.039
greedy,0.1,3042,0.043,0.057
greedy,0.1,3042,0.068,0.032
greedy,0.1,3042,0.074,0.026
greedy,0.1,3042,0.08,0.02
greedy,0.1,3042,0.092,0.008
greedy,0.1,3042,0.094,0.006
greedy,0.1,3042,0.03,0.07
greedy,0.1,3042,0.075,0.025
greedy,0.1,3042,0.04,0.06
greedy,0.1,3042,0.091,0.009
greedy,0.1,3042,0.023,0.077
greedy,0.1,3042,0.059,0.041
greedy,0.1,3042,0.091,0.009
greedy,0.1,3042,0.035,0.065
greedy,0.1,3042,0.045,0.055
greedy,0.1,3042,0.067,0.033
greedy,0.1,3042,0.061,0.039
greedy,0.1,3042,0.083,0.017
greedy,0.1,3042,0.058,0.042
greedy,0.1,3042,0.072,0.028
greedy,0.1,3042,0.076,0.024
greedy,0.1,3042,0.028,0.072
greedy,0.1,3042,0.019,0.081
greedy,0.1,3042,0.09,0.01
greedy,0.1,3042,0.012,0.088
greedy,0.1,3042,0.058,0.042
greedy,0.1,3042,0.064,0.036
greedy,0.1,3042,0.075,0.025
greedy,0.1,3042,0.035,0.065
greedy,0.1,3042,0.086,0.014
greedy,0.1,3042,0.032,0.068
greedy,0.1,3042,0.045,0.055
greedy,0.1,3042,0.096,0.004
greedy,0.1,3042,0.019,0.081
greedy,0.1,3042,0.056,0.044
greedy,0.1,3042,0.061,0.039
greedy,0.1,3042,0.051,0.049
greedy,0.1,3042,0.028,0.072
greedy,0.1,3042,0.062,0.038
greedy,0.1,3042,0.034,0.066
greedy,0.1,3042,0.011,0.089
greedy,0.1,3042,0.049,0.051
greedy,0.1,3042,0.038,0.062
greedy,0.1,3042,0.03,0.07
greedy,0.1,3042,0.094,0.006
greedy,0.1,3042,0.077,0.023
greedy,0.1,3042,0.023,0.077
greedy,0.1,3042,0.047,0.053
greedy,0.1,3042,0.09,0.01
greedy,0.1,3042,0.04,0.06
greedy,0.1,3042,0.043,0.057
greedy,0.1,3042,0.081,0.019
greedy,0.1,3042,0.088,0.012
greedy,0.1,3042,0.092,0.008
greedy,0.1,3042,0.049,0.051
greedy,0.1,3042,0.056,0.044
greedy,0.1,3042,0.029,0.071
greedy,0.1,3042,0.036,0.064
greedy,0.1,3042,0.034,0.066
greedy,0.1,3042,0.042,0.058
greedy,0.1,3042,0.06,0.04
greedy,0.1,3042,0.042,0.058
greedy,0.1,3042,0.08,0.02
greedy,0.1,3042,0.041,0.059
greedy,0.1,3042,0.019,0.081
greedy,0.1,3042,0.05,0.05
greedy,0.1,3042,0.083,0.017
greedy,0.1,3042,0.055,0.045
greedy,0.1,3042,0.049,0.051
greedy,0.1,3042,0.037,0.063
greedy,0.1,3042,0.043,0.057
greedy,0.1,3042,0.091,0.009
greedy,0.1,3042,0.04,0.06
greedy,0.1,3042,0.073,0.027
greedy,0.1,3042,0.093,0.007
greedy,0.1,3042,0.097,0.003
greedy,0.1,3042,0.021,0.079
greedy,0.1,3042,0.047,0.053
greedy,0.1,3042,0.074,0.026
greedy,0.1,3042,0.098,0.002
greedy,0.1,3042,0.081,0.019
greedy,0.1,3042,0.042,0.058
greedy,0.1,3042,0.046,0.054
greedy,0.1,3042,0.034,0.066
greedy,0.1,3042,0.034,0.066
greedy,0.1,3042,0.019,0.081
greedy,0.1,3042,0.051,0.049
greedy,0.1,3042,0.036,0.064
greedy,0.1,3042,0.064,0.036
greedy,0.1,3042,0.064,0.036
greedy,0.1,3042,0.024,0.076
greedy,0.1,3042,0.08,0.02
greedy,0.1,3042,0.08,0.02
greedy,0.1,3042,0.011,0.089
